,UniqueID,Goal,Target,Indicator,SeriesCode,SeriesDescription,Source,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,
401,SE_AGP_CPRA         PRIMAR ALLAREA             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.95138,,,,,,,,
402,SE_AGP_CPRA         PRIMAR ALLAREA             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.96953,,,,,,,
403,SE_AGP_CPRA         PRIMAR ALLAREA             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.9713,,,,,,,,
404,SE_AGP_CPRA         PRIMAR ALLAREA             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.95325,,,,,,,
405,SE_AGP_CPRA         PRIMAR ALLAREA             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.97923,,,,,,,,
406,SE_AGP_CPRA         PRIMAR RURAL             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.9071,,,,,,,
407,SE_AGP_CPRA         PRIMAR RURAL             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.79119,,,,,,,,
408,SE_AGP_CPRA         PRIMAR RURAL             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.90377,,,,,,,
409,SE_AGP_CPRA         PRIMAR RURAL             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,1.00818,,,,,,,,
410,SE_AGP_CPRA         PRIMAR RURAL             Q3  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.93176,,,,,,,
411,SE_AGP_CPRA         PRIMAR RURAL             Q3  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,1.04315,,,,,,,,
412,SE_AGP_CPRA         PRIMAR RURAL             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.99107,,,,,,,
413,SE_AGP_CPRA         PRIMAR RURAL             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.98651,,,,,,,,
414,SE_AGP_CPRA         PRIMAR RURAL             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,1.02935,,,,,,,
415,SE_AGP_CPRA         PRIMAR RURAL             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.90692,,,,,,,,
416,SE_AGP_CPRA         PRIMAR RURAL             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.93611,,,,,,,
417,SE_AGP_CPRA         PRIMAR RURAL             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.93796,,,,,,,,
418,SE_AGP_CPRA         PRIMAR URBAN             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,1.02879,,,,,,,
419,SE_AGP_CPRA         PRIMAR URBAN             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,1.07754,,,,,,,,
420,SE_AGP_CPRA         PRIMAR URBAN             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.9446,,,,,,,
421,SE_AGP_CPRA         PRIMAR URBAN             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,1.04362,,,,,,,,
422,SE_AGP_CPRA         PRIMAR URBAN             Q3  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.95036,,,,,,,
423,SE_AGP_CPRA         PRIMAR URBAN             Q3  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.97312,,,,,,,,
424,SE_AGP_CPRA         PRIMAR URBAN             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,1.00821,,,,,,,
425,SE_AGP_CPRA         PRIMAR URBAN             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.91629,,,,,,,,
426,SE_AGP_CPRA         PRIMAR URBAN             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.95928,,,,,,,
427,SE_AGP_CPRA         PRIMAR URBAN             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,1.05329,,,,,,,,
428,SE_AGP_CPRA         PRIMAR URBAN             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.97206,,,,,,,
429,SE_AGP_CPRA         PRIMAR URBAN             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,1.0102,,,,,,,,
430,SE_AGP_CPRA         UPPSEC ALLAREA             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.43262,,,,,,,
431,SE_AGP_CPRA         UPPSEC ALLAREA             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.70356,,,,,,,,
432,SE_AGP_CPRA         UPPSEC ALLAREA             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.79648,,,,,,,
433,SE_AGP_CPRA         UPPSEC ALLAREA             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.8403,,,,,,,,
434,SE_AGP_CPRA         UPPSEC ALLAREA             Q3  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.8224,,,,,,,
435,SE_AGP_CPRA         UPPSEC ALLAREA             Q3  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.90233,,,,,,,,
436,SE_AGP_CPRA         UPPSEC ALLAREA             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.93021,,,,,,,
437,SE_AGP_CPRA         UPPSEC ALLAREA             Q4  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,1.02691,,,,,,,,
438,SE_AGP_CPRA         UPPSEC ALLAREA             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,1.00468,,,,,,,
439,SE_AGP_CPRA         UPPSEC ALLAREA             Q5  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,1.15797,,,,,,,,
440,SE_AGP_CPRA         UPPSEC ALLAREA             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.90529,,,,,,,
441,SE_AGP_CPRA         UPPSEC ALLAREA             _T  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,1.00763,,,,,,,,
442,SE_AGP_CPRA         UPPSEC RURAL             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.27522,,,,,,,
443,SE_AGP_CPRA         UPPSEC RURAL             Q1  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,1.05185,,,,,,,,
444,SE_AGP_CPRA         UPPSEC RURAL             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala DHS 2014-15. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above. Data extracted on 13 April 2021.,,,,0.6301,,,,,,,
445,SE_AGP_CPRA         UPPSEC RURAL             Q2  ,4.0,4.5,4.5.1,SE_AGP_CPRA,"Adjusted gender parity index for completion rate, by location, wealth quintile and education level",Guatemala Encuesta Nacional de Condiciones de Vida (ENCOVI) 2014. ECLAC calculations based on household survey data bank. Data extracted on 13 April 2021.,,,0.39576,,,,,,,,
